id,date,source,language,country,topic_category,topic_subcategory,headline,short_text,sentiment,engagement_score,trend_score
trend_01534,2026-02-23,news_api,en,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,positive,405,0.117
trend_01535,2026-02-06,social_media_stream,hi,PK,economy,stock_market,Stock Market remains a key concern for young professionals,Users from PK are actively discussing stock market within the broader category of economy across multiple platforms.,neutral,4838,0.71
trend_01536,2026-02-03,social_media_stream,ur,IN,sports,football,Record engagement for recent football matches,Users from IN are actively discussing football within the broader category of sports across multiple platforms.,positive,2761,0.538
trend_01537,2026-02-21,news_api,ur,PK,sports,football,Record engagement for recent football matches,Users from PK are actively discussing football within the broader category of sports across multiple platforms.,negative,9116,0.466
trend_01538,2026-02-17,google_trends,hi,IN,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from IN are actively discussing hollywood within the broader category of entertainment across multiple platforms.,positive,7380,0.316
trend_01539,2026-02-15,news_api,ur,US,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from US are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,positive,2272,0.39
trend_01540,2026-02-01,google_trends,hi,PK,economy,inflation,Inflation remains a key concern for young professionals,Users from PK are actively discussing inflation within the broader category of economy across multiple platforms.,neutral,6092,0.474
trend_01541,2026-02-21,google_trends,en,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,negative,4890,0.654
trend_01542,2026-02-23,google_trends,en,US,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from US are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,1034,0.531
trend_01543,2026-02-07,news_api,hi,GB,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from GB are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,5449,0.598
trend_01544,2026-02-07,social_media_stream,en,US,sports,esports,Record engagement for recent esports matches,Users from US are actively discussing esports within the broader category of sports across multiple platforms.,positive,2556,0.635
trend_01545,2026-02-10,google_trends,ur,US,sports,cricket,Record engagement for recent cricket matches,Users from US are actively discussing cricket within the broader category of sports across multiple platforms.,negative,7537,0.329
trend_01546,2026-02-18,social_media_stream,hi,PK,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from PK are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,5864,0.689
trend_01547,2026-02-24,google_trends,en,US,sports,football,Record engagement for recent football matches,Users from US are actively discussing football within the broader category of sports across multiple platforms.,positive,2971,0.773
trend_01548,2026-02-24,google_trends,hi,US,sports,cricket,Record engagement for recent cricket matches,Users from US are actively discussing cricket within the broader category of sports across multiple platforms.,negative,4031,0.631
trend_01549,2026-02-21,news_api,en,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,neutral,8682,0.634
trend_01550,2026-02-25,news_api,ur,GB,entertainment,music_releases,Fans react to latest music releases news on social media,Users from GB are actively discussing music releases within the broader category of entertainment across multiple platforms.,neutral,7389,0.22
trend_01551,2026-02-17,google_trends,ur,GB,global_events,elections,Global attention shifts towards elections developments,Users from GB are actively discussing elections within the broader category of global events across multiple platforms.,neutral,8814,0.986
trend_01552,2026-02-25,news_api,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,negative,5031,0.191
trend_01553,2026-02-24,news_api,hi,GB,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from GB are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,5917,0.228
trend_01554,2026-02-24,google_trends,ur,PK,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from PK are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,negative,7861,0.871
trend_01555,2026-02-28,social_media_stream,hi,IN,economy,crypto,Crypto remains a key concern for young professionals,Users from IN are actively discussing crypto within the broader category of economy across multiple platforms.,positive,9956,0.38
trend_01556,2026-02-13,google_trends,ur,GB,sports,esports,Record engagement for recent esports matches,Users from GB are actively discussing esports within the broader category of sports across multiple platforms.,positive,520,0.764
trend_01557,2026-02-25,google_trends,hi,GB,economy,crypto,Crypto remains a key concern for young professionals,Users from GB are actively discussing crypto within the broader category of economy across multiple platforms.,neutral,9416,0.119
trend_01558,2026-02-13,news_api,hi,IN,sports,esports,Record engagement for recent esports matches,Users from IN are actively discussing esports within the broader category of sports across multiple platforms.,neutral,8089,0.587
trend_01559,2026-02-18,news_api,en,GB,sports,cricket,Record engagement for recent cricket matches,Users from GB are actively discussing cricket within the broader category of sports across multiple platforms.,positive,8473,0.852
trend_01560,2026-02-27,news_api,hi,PK,global_events,elections,Global attention shifts towards elections developments,Users from PK are actively discussing elections within the broader category of global events across multiple platforms.,positive,283,0.106
trend_01561,2026-02-05,news_api,hi,IN,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from IN are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,negative,2113,0.267
trend_01562,2026-02-08,news_api,ur,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,positive,3030,0.739
trend_01563,2026-02-05,google_trends,en,PK,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from PK are actively discussing bollywood within the broader category of entertainment across multiple platforms.,neutral,2784,0.81
trend_01564,2026-02-12,social_media_stream,ur,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,positive,7759,0.934
trend_01565,2026-02-14,social_media_stream,en,GB,economy,jobs,Jobs remains a key concern for young professionals,Users from GB are actively discussing jobs within the broader category of economy across multiple platforms.,positive,5786,0.783
trend_01566,2026-02-23,google_trends,ur,US,sports,olympics,Record engagement for recent olympics matches,Users from US are actively discussing olympics within the broader category of sports across multiple platforms.,positive,6550,0.671
trend_01567,2026-02-04,news_api,en,GB,economy,crypto,Crypto remains a key concern for young professionals,Users from GB are actively discussing crypto within the broader category of economy across multiple platforms.,positive,2824,0.235
trend_01568,2026-02-04,news_api,en,PK,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from PK are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,1519,0.399
trend_01569,2026-02-28,social_media_stream,en,IN,sports,cricket,Record engagement for recent cricket matches,Users from IN are actively discussing cricket within the broader category of sports across multiple platforms.,positive,2337,0.728
trend_01570,2026-02-27,google_trends,hi,US,global_events,elections,Global attention shifts towards elections developments,Users from US are actively discussing elections within the broader category of global events across multiple platforms.,neutral,7133,0.295
trend_01571,2026-02-18,news_api,ur,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,positive,7155,0.972
trend_01572,2026-02-02,social_media_stream,ur,US,economy,crypto,Crypto remains a key concern for young professionals,Users from US are actively discussing crypto within the broader category of economy across multiple platforms.,positive,5225,0.549
trend_01573,2026-02-22,google_trends,ur,PK,economy,jobs,Jobs remains a key concern for young professionals,Users from PK are actively discussing jobs within the broader category of economy across multiple platforms.,neutral,6864,0.944
trend_01574,2026-02-15,social_media_stream,en,GB,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from GB are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,8967,0.131
trend_01575,2026-02-16,social_media_stream,hi,GB,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from GB are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,3327,0.822
trend_01576,2026-02-06,social_media_stream,ur,PK,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from PK are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,6986,0.239
trend_01577,2026-02-18,google_trends,ur,GB,entertainment,music_releases,Fans react to latest music releases news on social media,Users from GB are actively discussing music releases within the broader category of entertainment across multiple platforms.,positive,6503,0.785
trend_01578,2026-02-23,news_api,en,IN,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from IN are actively discussing hollywood within the broader category of entertainment across multiple platforms.,neutral,8820,0.912
trend_01579,2026-02-12,google_trends,ur,IN,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from IN are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,9537,0.454
trend_01580,2026-02-09,google_trends,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,neutral,8002,0.506
trend_01581,2026-02-27,google_trends,hi,PK,global_events,conflicts,Global attention shifts towards conflicts developments,Users from PK are actively discussing conflicts within the broader category of global events across multiple platforms.,positive,6473,0.44
trend_01582,2026-02-16,social_media_stream,hi,US,entertainment,music_releases,Fans react to latest music releases news on social media,Users from US are actively discussing music releases within the broader category of entertainment across multiple platforms.,negative,8743,0.749
trend_01583,2026-02-04,social_media_stream,en,IN,entertainment,music_releases,Fans react to latest music releases news on social media,Users from IN are actively discussing music releases within the broader category of entertainment across multiple platforms.,neutral,8033,0.584
trend_01584,2026-02-09,google_trends,ur,IN,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from IN are actively discussing bollywood within the broader category of entertainment across multiple platforms.,positive,1219,0.803
trend_01585,2026-02-16,news_api,en,US,sports,football,Record engagement for recent football matches,Users from US are actively discussing football within the broader category of sports across multiple platforms.,positive,2967,0.763
trend_01586,2026-02-25,news_api,hi,PK,sports,esports,Record engagement for recent esports matches,Users from PK are actively discussing esports within the broader category of sports across multiple platforms.,positive,8363,0.457
trend_01587,2026-02-18,google_trends,ur,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,positive,8766,0.627
trend_01588,2026-02-28,google_trends,en,US,economy,jobs,Jobs remains a key concern for young professionals,Users from US are actively discussing jobs within the broader category of economy across multiple platforms.,positive,738,0.575
trend_01589,2026-02-23,social_media_stream,ur,PK,economy,crypto,Crypto remains a key concern for young professionals,Users from PK are actively discussing crypto within the broader category of economy across multiple platforms.,neutral,5226,0.217
trend_01590,2026-02-17,news_api,en,PK,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from PK are actively discussing kdrama within the broader category of entertainment across multiple platforms.,positive,6570,0.49
trend_01591,2026-02-24,google_trends,hi,IN,economy,stock_market,Stock Market remains a key concern for young professionals,Users from IN are actively discussing stock market within the broader category of economy across multiple platforms.,negative,9509,0.638
trend_01592,2026-02-22,social_media_stream,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,negative,2637,0.203
trend_01593,2026-02-15,social_media_stream,ur,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,neutral,784,0.906
trend_01594,2026-02-18,news_api,ur,US,global_events,protests,Global attention shifts towards protests developments,Users from US are actively discussing protests within the broader category of global events across multiple platforms.,positive,6387,0.704
trend_01595,2026-02-12,social_media_stream,ur,IN,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from IN are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,7317,0.591
trend_01596,2026-02-04,news_api,hi,PK,sports,olympics,Record engagement for recent olympics matches,Users from PK are actively discussing olympics within the broader category of sports across multiple platforms.,negative,1433,0.482
trend_01597,2026-02-25,news_api,en,US,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from US are actively discussing hollywood within the broader category of entertainment across multiple platforms.,positive,5386,0.967
trend_01598,2026-02-19,news_api,hi,IN,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from IN are actively discussing hollywood within the broader category of entertainment across multiple platforms.,negative,6201,0.219
trend_01599,2026-02-26,google_trends,hi,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,negative,2374,0.626
trend_01600,2026-02-22,news_api,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,neutral,4004,0.615
trend_01601,2026-02-04,google_trends,ur,GB,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from GB are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,2560,0.909
trend_01602,2026-02-03,google_trends,en,IN,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from IN are actively discussing startups within the broader category of ai and tech across multiple platforms.,positive,3732,0.959
trend_01603,2026-02-20,news_api,hi,PK,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from PK are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,negative,5607,0.112
trend_01604,2026-02-19,google_trends,en,PK,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from PK are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,negative,8152,0.603
trend_01605,2026-02-09,social_media_stream,hi,IN,sports,esports,Record engagement for recent esports matches,Users from IN are actively discussing esports within the broader category of sports across multiple platforms.,neutral,6526,0.317
trend_01606,2026-02-22,google_trends,hi,GB,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from GB are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,neutral,3299,0.501
trend_01607,2026-02-03,google_trends,en,PK,global_events,climate,Global attention shifts towards climate developments,Users from PK are actively discussing climate within the broader category of global events across multiple platforms.,positive,9946,0.93
trend_01608,2026-02-25,google_trends,hi,PK,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from PK are actively discussing bollywood within the broader category of entertainment across multiple platforms.,neutral,6878,0.827
trend_01609,2026-02-23,news_api,hi,PK,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from PK are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,2706,0.455
trend_01610,2026-02-25,social_media_stream,en,GB,global_events,protests,Global attention shifts towards protests developments,Users from GB are actively discussing protests within the broader category of global events across multiple platforms.,positive,7718,0.7
trend_01611,2026-02-05,news_api,ur,US,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from US are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,7345,0.12
trend_01612,2026-02-22,social_media_stream,en,US,sports,esports,Record engagement for recent esports matches,Users from US are actively discussing esports within the broader category of sports across multiple platforms.,negative,3119,0.487
trend_01613,2026-02-18,news_api,hi,PK,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from PK are actively discussing bollywood within the broader category of entertainment across multiple platforms.,positive,9126,0.802
trend_01614,2026-02-21,social_media_stream,ur,GB,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from GB are actively discussing hollywood within the broader category of entertainment across multiple platforms.,negative,4478,0.296
trend_01615,2026-02-08,news_api,ur,IN,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from IN are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,4928,0.348
trend_01616,2026-02-17,social_media_stream,en,US,entertainment,music_releases,Fans react to latest music releases news on social media,Users from US are actively discussing music releases within the broader category of entertainment across multiple platforms.,negative,5027,0.877
trend_01617,2026-02-19,google_trends,ur,GB,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from GB are actively discussing bollywood within the broader category of entertainment across multiple platforms.,positive,6599,0.29
trend_01618,2026-02-14,news_api,en,GB,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from GB are actively discussing bollywood within the broader category of entertainment across multiple platforms.,negative,4942,0.266
trend_01619,2026-02-08,news_api,hi,GB,entertainment,music_releases,Fans react to latest music releases news on social media,Users from GB are actively discussing music releases within the broader category of entertainment across multiple platforms.,negative,3950,0.797
trend_01620,2026-02-15,social_media_stream,en,IN,sports,football,Record engagement for recent football matches,Users from IN are actively discussing football within the broader category of sports across multiple platforms.,neutral,1659,0.556
trend_01621,2026-02-05,google_trends,ur,US,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from US are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,3722,0.502
trend_01622,2026-02-11,google_trends,hi,GB,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from GB are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,negative,4823,0.523
trend_01623,2026-02-11,google_trends,hi,IN,sports,cricket,Record engagement for recent cricket matches,Users from IN are actively discussing cricket within the broader category of sports across multiple platforms.,negative,421,0.271
trend_01624,2026-02-08,social_media_stream,ur,US,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from US are actively discussing hollywood within the broader category of entertainment across multiple platforms.,negative,5115,0.903
trend_01625,2026-02-03,social_media_stream,en,IN,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from IN are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,neutral,9153,0.923
trend_01626,2026-02-08,social_media_stream,hi,PK,global_events,conflicts,Global attention shifts towards conflicts developments,Users from PK are actively discussing conflicts within the broader category of global events across multiple platforms.,neutral,2958,0.13
trend_01627,2026-02-20,social_media_stream,hi,IN,global_events,conflicts,Global attention shifts towards conflicts developments,Users from IN are actively discussing conflicts within the broader category of global events across multiple platforms.,neutral,4476,0.956
trend_01628,2026-02-20,news_api,ur,US,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from US are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,negative,8663,0.814
trend_01629,2026-02-07,google_trends,en,PK,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from PK are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,neutral,2919,0.832
trend_01630,2026-02-25,google_trends,hi,IN,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from IN are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,positive,9374,0.106
trend_01631,2026-02-15,social_media_stream,ur,IN,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from IN are actively discussing bollywood within the broader category of entertainment across multiple platforms.,negative,8574,0.698
trend_01632,2026-02-25,news_api,en,GB,global_events,elections,Global attention shifts towards elections developments,Users from GB are actively discussing elections within the broader category of global events across multiple platforms.,positive,3298,0.997
trend_01633,2026-02-09,news_api,hi,GB,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from GB are actively discussing hollywood within the broader category of entertainment across multiple platforms.,negative,6306,0.508
trend_01634,2026-02-09,social_media_stream,ur,GB,economy,crypto,Crypto remains a key concern for young professionals,Users from GB are actively discussing crypto within the broader category of economy across multiple platforms.,positive,3689,0.122
trend_01635,2026-02-19,news_api,hi,IN,global_events,climate,Global attention shifts towards climate developments,Users from IN are actively discussing climate within the broader category of global events across multiple platforms.,negative,8045,0.558
trend_01636,2026-02-05,news_api,hi,US,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from US are actively discussing hollywood within the broader category of entertainment across multiple platforms.,positive,4029,0.392
trend_01637,2026-02-13,social_media_stream,ur,PK,global_events,conflicts,Global attention shifts towards conflicts developments,Users from PK are actively discussing conflicts within the broader category of global events across multiple platforms.,negative,2362,0.844
trend_01638,2026-02-02,news_api,ur,IN,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from IN are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,6705,0.481
trend_01639,2026-02-20,social_media_stream,hi,IN,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from IN are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,neutral,7237,0.268
trend_01640,2026-02-11,google_trends,en,PK,economy,stock_market,Stock Market remains a key concern for young professionals,Users from PK are actively discussing stock market within the broader category of economy across multiple platforms.,neutral,498,0.645
trend_01641,2026-02-24,news_api,hi,GB,economy,inflation,Inflation remains a key concern for young professionals,Users from GB are actively discussing inflation within the broader category of economy across multiple platforms.,neutral,4108,0.251
trend_01642,2026-02-22,news_api,ur,US,global_events,climate,Global attention shifts towards climate developments,Users from US are actively discussing climate within the broader category of global events across multiple platforms.,neutral,3655,0.446
trend_01643,2026-02-17,social_media_stream,en,US,sports,football,Record engagement for recent football matches,Users from US are actively discussing football within the broader category of sports across multiple platforms.,positive,244,0.708
trend_01644,2026-02-12,news_api,hi,PK,economy,jobs,Jobs remains a key concern for young professionals,Users from PK are actively discussing jobs within the broader category of economy across multiple platforms.,neutral,437,0.318
trend_01645,2026-02-17,news_api,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,neutral,5671,0.339
trend_01646,2026-02-13,google_trends,hi,IN,global_events,conflicts,Global attention shifts towards conflicts developments,Users from IN are actively discussing conflicts within the broader category of global events across multiple platforms.,neutral,7065,0.365
trend_01647,2026-02-26,google_trends,en,GB,global_events,protests,Global attention shifts towards protests developments,Users from GB are actively discussing protests within the broader category of global events across multiple platforms.,neutral,1354,0.979
trend_01648,2026-02-11,google_trends,en,GB,economy,crypto,Crypto remains a key concern for young professionals,Users from GB are actively discussing crypto within the broader category of economy across multiple platforms.,negative,5358,0.294
trend_01649,2026-02-04,social_media_stream,ur,GB,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from GB are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,7853,0.239
trend_01650,2026-02-12,social_media_stream,en,US,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from US are actively discussing kdrama within the broader category of entertainment across multiple platforms.,neutral,3458,0.562
trend_01651,2026-02-25,google_trends,en,PK,economy,crypto,Crypto remains a key concern for young professionals,Users from PK are actively discussing crypto within the broader category of economy across multiple platforms.,neutral,5941,0.895
trend_01652,2026-02-06,google_trends,hi,GB,sports,esports,Record engagement for recent esports matches,Users from GB are actively discussing esports within the broader category of sports across multiple platforms.,neutral,4490,0.624
trend_01653,2026-02-25,news_api,ur,PK,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from PK are actively discussing kdrama within the broader category of entertainment across multiple platforms.,positive,2697,0.951
trend_01654,2026-02-25,news_api,ur,US,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from US are actively discussing startups within the broader category of ai and tech across multiple platforms.,neutral,4920,0.818
trend_01655,2026-02-09,social_media_stream,hi,US,global_events,climate,Global attention shifts towards climate developments,Users from US are actively discussing climate within the broader category of global events across multiple platforms.,positive,1966,0.474
trend_01656,2026-02-09,news_api,en,GB,global_events,climate,Global attention shifts towards climate developments,Users from GB are actively discussing climate within the broader category of global events across multiple platforms.,negative,5919,0.774
trend_01657,2026-02-27,social_media_stream,en,PK,economy,stock_market,Stock Market remains a key concern for young professionals,Users from PK are actively discussing stock market within the broader category of economy across multiple platforms.,neutral,7877,0.38
trend_01658,2026-02-07,social_media_stream,en,PK,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from PK are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,neutral,7698,0.449
trend_01659,2026-02-16,social_media_stream,en,US,entertainment,music_releases,Fans react to latest music releases news on social media,Users from US are actively discussing music releases within the broader category of entertainment across multiple platforms.,neutral,9063,0.847
trend_01660,2026-02-20,social_media_stream,hi,GB,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from GB are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,negative,553,0.564
trend_01661,2026-02-03,social_media_stream,ur,IN,economy,inflation,Inflation remains a key concern for young professionals,Users from IN are actively discussing inflation within the broader category of economy across multiple platforms.,negative,1172,0.101
trend_01662,2026-02-25,social_media_stream,ur,GB,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from GB are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,negative,2434,0.484
trend_01663,2026-02-21,social_media_stream,ur,US,global_events,protests,Global attention shifts towards protests developments,Users from US are actively discussing protests within the broader category of global events across multiple platforms.,positive,4436,0.158
trend_01664,2026-02-04,news_api,en,IN,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from IN are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,neutral,3160,0.432
trend_01665,2026-02-11,google_trends,en,IN,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from IN are actively discussing hollywood within the broader category of entertainment across multiple platforms.,neutral,5461,0.874
trend_01666,2026-02-05,google_trends,en,IN,global_events,protests,Global attention shifts towards protests developments,Users from IN are actively discussing protests within the broader category of global events across multiple platforms.,positive,7153,0.369
trend_01667,2026-02-02,google_trends,en,PK,economy,jobs,Jobs remains a key concern for young professionals,Users from PK are actively discussing jobs within the broader category of economy across multiple platforms.,neutral,612,0.781
trend_01668,2026-02-21,social_media_stream,en,IN,ai_and_tech,programming_jobs,Programming Jobs trend grows among developers in 2026,Users from IN are actively discussing programming jobs within the broader category of ai and tech across multiple platforms.,positive,7161,0.138
trend_01669,2026-02-20,google_trends,en,IN,economy,inflation,Inflation remains a key concern for young professionals,Users from IN are actively discussing inflation within the broader category of economy across multiple platforms.,negative,9872,0.412
trend_01670,2026-02-13,news_api,en,PK,economy,stock_market,Stock Market remains a key concern for young professionals,Users from PK are actively discussing stock market within the broader category of economy across multiple platforms.,positive,7472,0.73
trend_01671,2026-02-05,google_trends,en,IN,entertainment,music_releases,Fans react to latest music releases news on social media,Users from IN are actively discussing music releases within the broader category of entertainment across multiple platforms.,negative,8101,0.373
trend_01672,2026-02-24,news_api,ur,US,ai_and_tech,agentic_ai,Agentic Ai trend grows among developers in 2026,Users from US are actively discussing agentic ai within the broader category of ai and tech across multiple platforms.,negative,2901,0.735
trend_01673,2026-02-03,google_trends,hi,IN,entertainment,kdrama,Fans react to latest kdrama news on social media,Users from IN are actively discussing kdrama within the broader category of entertainment across multiple platforms.,negative,488,0.222
trend_01674,2026-02-19,news_api,en,PK,global_events,conflicts,Global attention shifts towards conflicts developments,Users from PK are actively discussing conflicts within the broader category of global events across multiple platforms.,positive,2256,0.484
trend_01675,2026-02-12,social_media_stream,ur,PK,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from PK are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,9077,0.289
trend_01676,2026-02-22,social_media_stream,en,US,global_events,conflicts,Global attention shifts towards conflicts developments,Users from US are actively discussing conflicts within the broader category of global events across multiple platforms.,negative,3861,0.484
trend_01677,2026-02-08,news_api,en,PK,global_events,conflicts,Global attention shifts towards conflicts developments,Users from PK are actively discussing conflicts within the broader category of global events across multiple platforms.,negative,6725,0.846
trend_01678,2026-02-25,social_media_stream,en,PK,sports,esports,Record engagement for recent esports matches,Users from PK are actively discussing esports within the broader category of sports across multiple platforms.,neutral,9597,0.17
trend_01679,2026-02-08,social_media_stream,en,GB,entertainment,hollywood,Fans react to latest hollywood news on social media,Users from GB are actively discussing hollywood within the broader category of entertainment across multiple platforms.,neutral,9905,0.771
trend_01680,2026-02-17,news_api,hi,PK,economy,crypto,Crypto remains a key concern for young professionals,Users from PK are actively discussing crypto within the broader category of economy across multiple platforms.,neutral,8927,0.204
trend_01681,2026-02-02,social_media_stream,en,IN,global_events,elections,Global attention shifts towards elections developments,Users from IN are actively discussing elections within the broader category of global events across multiple platforms.,positive,338,0.945
trend_01682,2026-02-10,social_media_stream,ur,US,ai_and_tech,gen_ai,Gen Ai trend grows among developers in 2026,Users from US are actively discussing gen ai within the broader category of ai and tech across multiple platforms.,neutral,7899,0.85
trend_01683,2026-02-14,social_media_stream,hi,PK,entertainment,bollywood,Fans react to latest bollywood news on social media,Users from PK are actively discussing bollywood within the broader category of entertainment across multiple platforms.,neutral,8696,0.596
trend_01684,2026-02-14,social_media_stream,hi,US,global_events,protests,Global attention shifts towards protests developments,Users from US are actively discussing protests within the broader category of global events across multiple platforms.,neutral,4635,0.278
trend_01685,2026-02-06,social_media_stream,en,IN,ai_and_tech,startups,Startups trend grows among developers in 2026,Users from IN are actively discussing startups within the broader category of ai and tech across multiple platforms.,negative,8028,0.842
trend_01686,2026-02-19,google_trends,ur,GB,global_events,elections,Global attention shifts towards elections developments,Users from GB are actively discussing elections within the broader category of global events across multiple platforms.,neutral,6083,0.297
